,Job Title, Salary Estimate
2980,Staff Software Engineer - Data Platform,$200K-$250K(Employer est.)
2981,Data science researcher,$200K-$250K(Employer est.)
2982,"Community Data Manager Single-Cell Biology",$200K-$250K(Employer est.)
2983,Principal Data Scientist-Recommendation Systems,$200K-$250K(Employer est.)
2984,"Senior/Staff Software Engineer Data Infrastructure",$200K-$250K(Employer est.)
2985,Data Scientist Technical Lead,$200K-$250K(Employer est.)
2986,"Data Scientist Gateway Analytics (Novi)",$200K-$250K(Employer est.)
2987,Sr. Data Scientist/Analyst,$200K-$250K(Employer est.)
2988,Data Analyst,$200K-$250K(Employer est.)
2989,"Senior Data Scientist Machine Learning",$200K-$250K(Employer est.)
2990,"Data Scientist Engineering",$200K-$250K(Employer est.)
2991,Senior Data Analyst,$200K-$250K(Employer est.)
2992,Senior Principal Data Scientist (Python/R),$135K-$214K 
2993,"Siri - Machine Learning Engineer Speech and Audio Systems",$135K-$214K 
2994,Senior Decision Scientist,$135K-$214K 
2995,Machine Learning Engineer,$135K-$214K 
2996,Machine Learning Engineer -Trust and Safety,$135K-$214K 
2997,"Electro-Optical/Infared Senior Research Scientist OPIR",$135K-$214K 
2998,Data Scientist - Batteries,$135K-$214K 
2999,"Data Scientist Analytics",$135K-$214K 
3000,Data Engineer,$135K-$214K 
3001,Machine Learning Engineer,$135K-$214K 
3002,"Data Scientist Apple Media Products",$135K-$214K 
3003,Data Engineer –,$135K-$214K 
3004,"Data Scientist Analytics - WhatsApp Privacy",$135K-$214K 
3005,Senior Data Scientist,$135K-$214K 
3006,Lead Data Scientist,$135K-$214K 
3007,Business Data Analyst,$135K-$214K 
3008,"Data Scientist Analytics - Payment Risk",$135K-$214K 
3009,Maps Search Machine Learning Engineer,$135K-$214K 
3010,Senior Data Scientist,$135K-$214K 
3011,"Data Analyst Product Insights",$135K-$214K 
3012,"Deep Learning Engineer Data Scientist - Video Computer Vision",$135K-$214K 
3013,Data Engineer,$135K-$214K 
3014,"Data Engineer Machine Learning",$135K-$214K 
3015,Senior Data Scientist (San Jose OR Austin),$135K-$214K 
3016,Senior Data Scientist,$135K-$214K 
3017,Senior Data Scientist,$135K-$214K 
3018,Sr. Data Scientist,$135K-$214K 
3019,"AI/ML - Data Engineer Siri Search & Knowledge Platform",$135K-$214K 
3020,Sr. BI Data Engineer III,$135K-$214K 
3021,Data Engineer,$135K-$214K 
3022,Senior Big Data Engineer,$135K-$214K 
3023,Principal Data Scientist II (Statistical Modeling),$119K-$188K 
3024,"Data Scientist Apple Pay Security",$119K-$188K 
3025,Data Analyst,$119K-$188K 
3026,Principal Data Scientist,$119K-$188K 
3027,Production Scientist,$119K-$188K 
3028,Data Analyst,$119K-$188K 
3029,"AI/ML - Sr Data Scientist Siri Data",$119K-$188K 
3030,Data Scientist — Risk,$119K-$188K 
3031,Senior Data Scientist,$119K-$188K 
3032,Data Analyst,$119K-$188K 
3033,"AI/ML - Data Engineer Siri Data",$119K-$188K 
3034,Senior Machine Learning Engineer,$119K-$188K 
3035,Data Analyst,$119K-$188K 
3036,Clinical Data Scientist,$119K-$188K 
3037,Data Engineer,$119K-$188K 
3038,"Principal Data Scientist Machine Learning",$119K-$188K 
3039,Data Engineer,$119K-$188K 
3040,"Supervisor Clinical Lab Scientist",$119K-$188K 
3041,Data Engineer,$119K-$188K 
3042,Senior Data Scientist,$119K-$188K 
3043,Machine Learning Engineer – Maps Search,$119K-$188K 
3044,Data Analyst,$119K-$188K 
3045,Machine Learning Research Scientist,$119K-$188K 
3046,Data Analyst,$119K-$188K 
3047,"Product Analyst Data Science",$119K-$188K 
3048,"Data Scientist Apple Pay Analytics",$119K-$188K 
3049,Applied Research Scientist - Machine Learning,$119K-$188K 
3050,Staff Reliability Data Scientist,$119K-$188K 
3051,Data Scientist - Nationwide Opportunities,$119K-$188K 
3052,"Senior Data Analyst People Analytics",$119K-$188K 
3053,"Data Scientist Power & Performance",$145K-$176K 
3054,"Data Scientist Analytics - In-stream Ads",$145K-$176K 
3055,Sr. Data Scientist,$145K-$176K 
3056,Senior Data Scientist Customer Experience,$145K-$176K 
3057,Data Engineer 1,$145K-$176K 
3058,Applied Research Scientist - Computer Vision,$145K-$176K 
3059,Research Data Scientist,$145K-$176K 
3060,Marketing Data Analyst,$145K-$176K 
3061,Machine Learning Engineer,$145K-$176K 
3062,Clinical Data Scientists,$145K-$176K 
3063,Data Scientist- Payments,$145K-$176K 
3064,Research Scientist — Machine Learning,$145K-$176K 
3065,Quantum Principal Data Scientist (Industrial-Discrete sector),$145K-$176K 
3066,Data Engineer,$145K-$176K 
3067,"Senior Scientist Machine Learning",$145K-$176K 
3068,Senior Data Scientist,$145K-$176K 
3069,"Data Scientist - Fraud Engineering Algorithms and Risk",$145K-$176K 
3070,SystemC Modeling Engineer,$145K-$176K 
3071,Data Analyst,$145K-$176K 
3072,Data Analyst,$145K-$176K 
3073,People Data Scientist,$145K-$176K 
3074,Data Architect,$145K-$176K 
3075,Data Analyst,$145K-$176K 
3076,"Data Scientist Cell Quality & Field Reliability",$145K-$176K 
3077,Senior Data Scientist (Customer Experience),$145K-$176K 
3078,Investigational Computational Biologist,$145K-$176K 
3079,Senior Data Scientist,$145K-$176K 
3080,Director Data Science,$145K-$176K 
3081,Research Scientist,$145K-$176K 
3082,"Principal Data Scientist Bioinformatics",$150K-$169K 
3083,"Senior Data Scientist Clinical",$150K-$169K 
3084,Senior Data Scientist - Optimization,$150K-$169K 
3085,Data Analyst,$150K-$169K 
3086,"Data Scientist Product Analytics - Ads Ranking",$150K-$169K 
3087,Data Analyst,$150K-$169K 
3088,Data Analyst,$150K-$169K 
3089,Data Analyst,$150K-$169K 
3090,Business Intelligence Analyst,$150K-$169K 
3091,Senior Bioinformatics Scientist,$150K-$169K 
3092,Lead Data Scientist,$150K-$169K 
3093,Junior Data Analyst,$150K-$169K 
3094,Product Data Engineer - GPU,$150K-$169K 
3095,Senior Data Scientist,$150K-$169K 
3096,Data Engineer (Big Data),$150K-$169K 
3097,Sr. Data Engineer (Remote US),$150K-$169K 
3098,Machine Learning Engineer - ML Platform,$150K-$169K 
3099,Senior Data Scientist,$150K-$169K 
3100,"Data Scientist Analytics - AR/VR Portal",$150K-$169K 
3101,Data Engineer,$150K-$169K 
3102,Lead Data Scientist/ Statistician,$150K-$169K 
3103,Data Analyst,$150K-$169K 
3104,Data Analyst I,$150K-$169K 
3105,Sr. Data Analyst,$150K-$169K 
3106,"Return to Work - Research Data Scientist Infrastructure Strategy",$150K-$169K 
3107,Quantum Principal Data Scientist- Industrial Process Sector Industry,$150K-$169K 
3108,"UX Quantitative Researcher Instagram",$150K-$169K 
3109,Business Data Analyst,$150K-$169K 
3110,"Data Scientist PhD University Graduate 2020 Start",$150K-$169K 
3111,"Scientist 2 Biology",$150K-$169K 
3112,Data Analyst,$150K-$169K 
3113,"Data Scientist Auction & Delivery",$121K-$192K 
3114,Data Analyst,$121K-$192K 
3115,"Scientist 2 Biology",$121K-$192K 
3116,Workday Data Consultant,$121K-$192K 
3117,Project Scientist - Data Analytics,$121K-$192K 
3118,Data Analyst,$121K-$192K 
3119,Analytical Scientist,$121K-$192K 
3120,Computer Vision Scientist,$121K-$192K 
3121,Data Engineer,$121K-$192K 
3122,Machine Learning Engineer,$121K-$192K 
3123,Machine Learning Engineer,$121K-$192K 
3124,Senior Data Scientist,$121K-$192K 
3125,Data Analyst,$121K-$192K 
3126,"Data Scientist Manager Instagram Well-being",$121K-$192K 
3127,Machine Learning Engineer,$121K-$192K 
3128,Federal - Senior Machine Learning Engineer,$121K-$192K 
3129,"AI/ML - Sr Data Scientist Siri Product Strategy",$121K-$192K 
3130,AI Scientist - Data & AI Platform,$121K-$192K 
3131,Data Engineer,$121K-$192K 
3132,Machine Learning Engineer/Data Scientist – Maps Search,$121K-$192K 
3133,Data Engineer,$121K-$192K 
3134,Data Engineer,$121K-$192K 
3135,Data Analyst,$121K-$192K 
3136,"Data Scientist Finance",$121K-$192K 
3137,Machine Learning Scientist,$121K-$192K 
3138,"Senior Machine Learning Engineer / Data Scientist Machine Assisted Cognition",$121K-$192K 
3139,"Data Scientist Manager Instagram Well-being",$121K-$192K 
3140,Scientist - Mathematics,$121K-$192K 
3141,Microsoft Dynamics CRM Data Analyst,$121K-$192K 
3142,"Sr. Data Scientist Human Evaluation Apple Media Products",$141K-$225K 
3143,Data Science Manager,$141K-$225K 
3144,"Computer Scientist Neuromorphic Architectures Researcher (Experienced)",$141K-$225K 
3145,Data Engineer,$141K-$225K 
3146,Machine Learning Engineer,$141K-$225K 
3147,Senior Data Scientist - Pricing,$141K-$225K 
3148,"Data Scientist AMP Commerce/ Payments/ Subscription Analytics",$141K-$225K 
3149,Signal Processing Engineer/Data Analyst,$141K-$225K 
3150,"Data Engineer - Trust & Safety Law Enforcement",$141K-$225K 
3151,"AI/ML - Machine Learning Engineer Machine Intelligence",$141K-$225K 
3152,AI Insights Data Analyst,$141K-$225K 
3153,Head of Data,$141K-$225K 
3154,"Principal Data Scientist eComm",$141K-$225K 
3155,Big Data Engineer Internship,$141K-$225K 
3156,"Lead Data Engineer - (Elasticsearch Logstash Kibana)",$141K-$225K 
3157,Microsoft Analytics Consultant,$141K-$225K 
3158,"AI/ML - Siri Data Engineer Siri Search & Knowledge Platform",$141K-$225K 
3159,Research Scientist,$141K-$225K 
3160,Data Scientist/Process Engineer III - (E3),$141K-$225K 
3161,Sr. AWS Data Engineer,$141K-$225K 
3162,Data Engineer,$141K-$225K 
3163,Data Analyst,$141K-$225K 
3164,Data Analyst,$141K-$225K 
3165,Data Analyst,$141K-$225K 
3166,Data Analyst,$141K-$225K 
3167,Senior Data Engineer - Core Data Science & Engineering,$141K-$225K 
3168,Data Engineer,$141K-$225K 
3169,Data Engineer,$141K-$225K 
3170,Senior Data Scientist - Business Growth,$141K-$225K 
3171,Principal Data Engineer,$102K-$179K 
3172,"Data Scientist Product Analytics - Spark AR",$102K-$179K 
3173,"Data Engineer Apple Media Products",$102K-$179K 
3174,Data Analyst,$102K-$179K 
3175,"Senior Deep Learning Data Scientist RAPIDS - AI",$102K-$179K 
3176,Data Analytics/ Data scientist,$102K-$179K 
3177,Data Scientist - Payment,$102K-$179K 
3178,Data Engineer 3,$102K-$179K 
3179,Data Engineer,$102K-$179K 
3180,Business Intelligence Analyst,$102K-$179K 
3181,Data Engineer,$102K-$179K 
3182,"Machine Learning Engineer - Fraud Engineering Algorithms and Risk",$102K-$179K 
3183,Data Engineer,$102K-$179K 
3184,"Manager Data Science - Growth Machine Learning",$102K-$179K 
3185,Principal Data Scientist - 70445BR,$102K-$179K 
3186,Sr Medical Data Scientist,$102K-$179K 
3187,"Data Scientist Applied Machine Learning - Bay Area",$102K-$179K 
3188,Data Analyst,$102K-$179K 
3189,"Data Engineer Machine Learning",$102K-$179K 
3190,Video Coding & Machine Learning Engineer,$102K-$179K 
3191,Senior Director of Data Science,$102K-$179K 
3192,Federal - Data Engineer - Senior,$102K-$179K 
3193,Data Scientist (Engineering),$116K-$181K 
3194,Data Scientist,$116K-$181K 
3195,Data Analyst,$116K-$181K 
3196,Data Engineer,$116K-$181K 
3197,Data scientist,$116K-$181K 
3198,"Data Scientist Product Analytics",$116K-$181K 
3199,"Data Scientist Consultant Cloud Support Data and Analytics",$116K-$181K 
3200,Data Scientist - Analytics,$116K-$181K 
3201,Data Scientist,$116K-$181K 
3202,Associate Data Engineer,$116K-$181K 
3203,Data Scientist (Marketing Analytics),$116K-$181K 
3204,Data Scientist - Strategic Data Solutions,$116K-$181K 
3205,Data Scientist,$116K-$181K 
3206,Data Scientist,$116K-$181K 
3207,Data Scientist - Nationwide Opportunities,$116K-$181K 
3208,Remote Sensing Data Scientist,$116K-$181K 
3209,Lead Data Scientist,$116K-$181K 
3210,Data Scientist (remote),$116K-$181K 
3211,Federal - Data Scientist,$116K-$181K 
3212,Data Scientist,$116K-$181K 
3213,"Data Scientist Ad Platforms/Data Insights",$116K-$181K 
3214,Business Intelligence Analyst II (6 Month Contract),$116K-$181K 
3215,Data Scientist,$116K-$181K 
3216,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$116K-$181K 
3217,Junior Data Engineer,$116K-$181K 
3218,Senior Data & Applied Scientist,$116K-$181K 
3219,"Recruiting Manager Data Science",$116K-$181K 
3220,Data Analyst I,$116K-$181K 
3221,Data Scientist,$116K-$181K 
3222,Data Analyst,$116K-$181K 
3223,Data Scientist,$112K-$178K 
3224,Data Analyst,$112K-$178K 
3225,Data Scientist,$112K-$178K 
3226,Machine Learning Scientist,$112K-$178K 
3227,Data Scientist,$112K-$178K 
3228,Healthcare Data Analyst - Remote,$112K-$178K 
3229,"Architect Data Intelligence",$112K-$178K 
3230,Machine Learning Engineer,$112K-$178K 
3231,Data Science Engineer,$112K-$178K 
3232,Senior Data Scientist,$112K-$178K 
3233,Machine Learning Engineer,$112K-$178K 
3234,"Data Analyst Trust & Safety",$112K-$178K 
3235,Staff Big Data Engineer,$112K-$178K 
3236,Data Analyst,$112K-$178K 
3237,"Senior Data Scientist Ad Platforms",$112K-$178K 
3238,Quantum Data Scientist (Industrial-Process sector),$112K-$178K 
3239,Lead Data Scientist,$112K-$178K 
3240,Data Analyst,$112K-$178K 
3241,Applied Machine Learning Scientist,$112K-$178K 
3242,Data Scientist (ML and Image Processing),$112K-$178K 
3243,Data Analyst,$112K-$178K 
3244,Junior Data Analyst,$112K-$178K 
3245,Quantitative Researcher,$112K-$178K 
3246,Remote Sensing Data Scientist,$112K-$178K 
3247,Senior Data Scientist,$112K-$178K 
3248,Lead Data Scientist – Secret Clearance Required,$112K-$178K 
3249,Data Engineer,$112K-$178K 
3250,AppleCare Business Insight Data Scientist,$112K-$178K 
3251,Business Data Analyst,$112K-$178K 
3252,Principal Data Scientist,$112K-$178K 
3253,Remote Senior Data Scientist (Healthcare / Claims Data),$93K-$151K 
3254,"Search Data Scientist Apple Media Products",$93K-$151K 
3255,Data Analyst,$93K-$151K 
3256,Cybersecurity Data Scientist,$93K-$151K 
3257,Research Engineering/ Scientist Assistant,$93K-$151K 
3258,"Data Scientist AMP Commerce/ Payments/ Subscription Analytics",$93K-$151K 
3259,Data Engineer,$93K-$151K 
3260,Principal Data Scientist- Public Sector,$93K-$151K 
3261,"Principal Data Scientist-Developer Experience (SDK CLI Developer Services (Join OCI-SDE)",$93K-$151K 
3262,EDI Data Analyst,$93K-$151K 
3263,"Content Data Scientist Apple Media Products Data Science",$93K-$151K 
3264,Junior Data Analyst,$93K-$151K 
3265,Junior Data Analyst,$93K-$151K 
3266,Artificial Intelligence Research Scientist,$93K-$151K 
3267,Data Analyst,$93K-$151K 
3268,Unpaid Internship for Data Driven Sports Consulting Position,$93K-$151K 
3269,Data Crawler Engineer,$93K-$151K 
3270,
3271,Quantum Principal Data Scientist (Industrial-Process sector),$93K-$151K 
3272,"Lead Data Engineer (St. Louis Austin or Toronto)",$93K-$151K 
3273,Business Intelligence Analyst,$93K-$151K 
3274,Dell Data Scientist/AI developer,$93K-$151K 
3275,Big Data Engineer,$93K-$151K 
3276,Data Science Architect,$93K-$151K 
3277,Data Analyst,$93K-$151K 
3278,Data Analyst,$93K-$151K 
3279,Data Scientist - Domain Intelligence & Client Security,$93K-$151K 
3280,Data Analyst (Remote),$93K-$151K 
3281,Data Engineer,$93K-$151K 
3282,Geospatial Software Developer and Data Scientist,$93K-$151K 
3283,Data Scientist - Data Intelligence Engineer,$93K-$151K 
3284,Data Science Resident - Galvanize Data Science Immersive Grads Only,$93K-$151K 
3285,Spice Modeling Engineer,$100K-$152K 
3286,Junior Data Analyst,$100K-$152K 
3287,Machine Learning Engineer (Imaging),$100K-$152K 
3288,"Data Analyst Lead",$100K-$152K 
3289,Learning and Development Business Intelligence Analyst,$100K-$152K 
3290,Data Engineer,$100K-$152K 
3291,Strategic Data Analyst III - Strategic Planning Divsion,$100K-$152K 
3292,Geospatial Software Developer and Data Scientist,$100K-$152K 
3293,Senior Data Scientist,$100K-$152K 
3294,Junior Data Analyst,$100K-$152K 
3295,DATA ENGINEER,$100K-$152K 
3296,Data Engineer,$100K-$152K 
3297,"Machine Learning Engineer - Fraud Engineering Algorithms and Risk",$100K-$152K 
3298,Data Analyst - People Analytics,$100K-$152K 
3299,Data Analyst,$100K-$152K 
3300,Data Engineer,$100K-$152K 
3301,Data Engineer II - ETL Engineer - Spectrum Enterprise,$100K-$152K 
3302,Machine Learning Engineer - Online Retail Analytics,$100K-$152K 
3303,Junior Data Engineer,$100K-$152K 
3304,Senior Data Scientist,$100K-$152K 
3305,Live Operations Data Analyst,$100K-$152K 
3306,Associate Data Engineer,$100K-$152K 
3307,CPU Performance –Sr Principal Modeling Engineer,$100K-$152K 
3308,Analytical Consultant,$100K-$152K 
3309,Product Manager - Data Science,$100K-$152K 
3310,Data Analyst,$100K-$152K 
3311,Data Engineer,$100K-$152K 
3312,Senior Data Scientist - Nationwide Opportunities,$100K-$152K 
3313,Microsoft Analytics Consultant,$100K-$152K 
3314,Research Scientist,$100K-$152K 
3315,Technical Data Analyst,$38K-$68K 
3316,"Manager Data Science",$38K-$68K 
3317,Data Science Engineer,$38K-$68K 
3318,Medical Lab Scientist (MLS) Evenings,$38K-$68K 
3319,Quantum Data Scientist- Industial Process Sector (Multiple Cities),$38K-$68K 
3320,Machine Learning Engineer (Imaging),$38K-$68K 
3321,Lead Data Analyst,$38K-$68K 
3322,Data Science Architect,$38K-$68K 
3323,Graphics (GPU) Performance Modeling Engineer,$38K-$68K 
3324,Quantum Principal Data Scientist (Industrial-Discrete sector),$38K-$68K 
3325,Data Engineer,$38K-$68K 
3326,Enterprise Cloud Data Architect,$38K-$68K 
3327,Software Engineer - Data Team,$38K-$68K 
3328,Microsoft Dynamics CRM Data Analyst,$38K-$68K 
3329,Splunk Data Analyst,$38K-$68K 
3330,Data Engineer,$38K-$68K 
3331,Marketing Data Analyst,$38K-$68K 
3332,Data Analyst,$38K-$68K 
3333,Environmental Data Analyst - Disaster Recovery,$38K-$68K 
3334,Reporting Data Architect,$38K-$68K 
3335,Senior Staff Data Engineer,$38K-$68K 
3336,Business Intelligence Analyst / Data Analyst,$38K-$68K 
3337,Data Engineer III,$38K-$68K 
3338,"Data Analyst Law Enforcement Response Team",$38K-$68K 
3339,Data Analyst,$38K-$68K 
3340,Data Engineer,$38K-$68K 
3341,Business Intelligence Analyst,$38K-$68K 
3342,Data Engineer - Customer Analytics Platform,$38K-$68K 
3343,Big Data Consultant,$73K-$111K 
3344,Senior Data Scientist and Machine Learning Expert,$73K-$111K 
3345,"Data Scientist - Big Data ML NLP",$73K-$111K 
3346,Big Data Engineer,$73K-$111K 
3347,SOC Architecture Modeling Engineer,$73K-$111K 
3348,Data Engineer (Mid-Level),$73K-$111K 
3349,Algorithm Design and Analysis Engineering Scientist,$73K-$111K 
3350,Data Engineer,$73K-$111K 
3351,Business Intelligence Analyst,$73K-$111K 
3352,Data Engineer,$73K-$111K 
3353,BI Data Analyst and Specialist,$73K-$111K 
3354,Data Analyst III,$73K-$111K 
3355,Digital Analytics and Data Science Manager,$73K-$111K 
3356,Information Systems Engineering Specialist (Engineering Scientist),$73K-$111K 
3357,"Data Engineer -- Austin TX -- 6 Months+ Contract",$73K-$111K 
3358,Senior Claims Data Analyst,$73K-$111K 
3359,"Senior Data Scientist 8+ Yrs Experience - (Remote/WFH India)",$73K-$111K 
3360,"Senior SW Engineer Data Science ( Kubernetes/ Docker ) Remote USA",$73K-$111K 
3361,Medical Lab Scientist (MLS) 2:00pm-10:30pm,$73K-$111K 
3362,Analytical Consultant,$73K-$111K 
3363,Data Engineer,$73K-$111K 
3364,"Tenured/Tenure-Track Professor Department of Statistics & Data Sciences",$73K-$111K 
3365,"Data Scientist Active Secret Clearance - Austin TX",$73K-$111K 
3366,Celonis Data Engineer & Analyst,$73K-$111K 
3367,Data Engineer,$73K-$111K 
3368,Data Analyst II,$73K-$111K 
3369,Electronics Engineering Scientist,$73K-$111K 
3370,Senior Data Engineer,$73K-$111K 
3371,Data Science Instructor,$73K-$111K 
3372,Senior Data Analyst,$73K-$111K 
3373,Information Systems Engineering Specialist (Engineering Scientist),$82K-$129K(Employer est.)
3374,Data Analyst III,$82K-$129K(Employer est.)
3375,Senior Data Engineer (ATX),$82K-$129K(Employer est.)
3376,Data Engineer (remote),$82K-$129K(Employer est.)
3377,Data Engineer,$82K-$129K(Employer est.)
3378,Data Engineer,$82K-$129K(Employer est.)
3379,Data Engineer (Python/C#),$82K-$129K(Employer est.)
3380,Data Engineer,$82K-$129K(Employer est.)
3381,
3382,Senior Data Engineer,$82K-$129K(Employer est.)
3383,Data Engineer,$82K-$129K(Employer est.)
3384,Senior Data Analyst,$82K-$129K(Employer est.)
3385,Jr. Data Engineer,$82K-$129K(Employer est.)
3386,Data Engineer,$82K-$129K(Employer est.)
3387,Data Engineer,$82K-$129K(Employer est.)
3388,Machine Learning Engineer (Imaging),$82K-$129K(Employer est.)
3389,Data Engineer,$82K-$129K(Employer est.)
3390,Business Intelligence and Data Analyst,$82K-$129K(Employer est.)
3391,Data Engineer III (E3),$82K-$129K(Employer est.)
3392,Technical Data Analyst,$82K-$129K(Employer est.)
3393,20-63 Flood Planning Data Analyst (Data Analyst III),$82K-$129K(Employer est.)
3394,Data Analyst - Public Sector,$82K-$129K(Employer est.)
3395,Data Scientist with Security Clearance,$82K-$129K(Employer est.)
3396,Data Analyst III,$82K-$129K(Employer est.)
3397,Data Management & Analytics - Consultant,$82K-$129K(Employer est.)
3398,Principal Machine Learning Engineer,$82K-$129K(Employer est.)
3399,Data Science Resident - Galvanize Data Science Immersive Grads Only,$82K-$129K(Employer est.)
3400,Data Analyst III,$82K-$129K(Employer est.)
3401,MDM/Master Data Analyst ( Tibco EBX ),$82K-$129K(Employer est.)
3402,Data Analyst III,$82K-$129K(Employer est.)
3403,Data Architect,$82K-$129K(Employer est.)
3404,"Senior SW Engineer Data Science",$74K-$144K 
3405,Senior Claims Data Analyst,$74K-$144K 
3406,SoC Power Modeling Engineer,$74K-$144K 
3407,Business Data Modeler,$74K-$144K 
3408,Data engineer,$74K-$144K 
3409,Lead Data Engineer/Architect,$74K-$144K 
3410,Principal Data Engineer - Kafka SME,$74K-$144K 
3411,Data Engineer,$74K-$144K 
3412,Senior Strategy Data Analyst,$74K-$144K 
3413,Machine Learning Engineer | Research Scientist,$74K-$144K 
3414,Data Analyst/Data Entry/Federal Data Entry/Data Specialist,$74K-$144K 
3415,Managed Care Data Analyst,$74K-$144K 
3416,Senior Data Engineer,$74K-$144K 
3417,Data Analyst IV,$74K-$144K 
3418,Sr. Machine Learning Engineer,$74K-$144K 
3419,Advanced Python Data Engineer,$74K-$144K 
3420,Senior Data Engineer,$74K-$144K 
3421,System/Data Analyst,$74K-$144K 
3422,Teradata Data Engineer,$74K-$144K 
3423,"Business Applications Infor Analytics Consultant",$74K-$144K 
3424,Analytical Consultant #2020,$74K-$144K 
3425,Data Architect,$74K-$144K 
3426,Data Analyst Junior,$74K-$144K 
3427,"Data Engineer - Austin TX (remote)",$74K-$144K 
3428,Data Engineer-Sr Specialist,$74K-$144K 
3429,Signal Processing and Automation Engineering Scientist,$74K-$144K 
3430,TSDS Data QA Analyst (Data Analyst IV),$74K-$144K 
3431,Big Data Engineer,$74K-$144K 
3432,Quantum Principal Data Scientist- Industrial Discrete Sector Industry,$74K-$144K 
3433,Senior Data Analyst,$74K-$144K 
3434,Marketing Analytics Manager,$41K-$66K 
3435,"Research Engineering/Scientist Associate II Department of Pediatrics Dell Medical School",$41K-$66K 
3436,"Senior Data Engineer (St. Louis Austin or Toronto)",$41K-$66K 
3437,"Scientist III Bioinformatics",$41K-$66K 
3438,Medical Lab Scientist (MLS)- Evening Shift,$41K-$66K 
3439,"Head of Data Science Insights & Analytics Job Description",$41K-$66K 
3440,9-1-1 Data Analyst,$41K-$66K 
3441,Simulation Engineering Scientist,$41K-$66K 
3442,Senior Data Engineer (ATX),$41K-$66K 
3443,System Test Engineering Scientist,$41K-$66K 
3444,Simulation Data Analyst,$41K-$66K 
3445,Financial Controller / Data Analyst / Spreadsheet Superstar,$41K-$66K 
3446,"Associate Strategy and Operations (Data Analyst IV)",$41K-$66K 
3447,Computer Vision Engineer and Research Scientist,$59K-$113K 
3448,Senior Business Intelligence Analyst,$59K-$113K 
3449,Sr. Data Engineer,$59K-$113K 
3450,Scientist III (Molecular Biology),$59K-$113K 
3451,Scientist III - IVD Product Development,$59K-$113K 
3452,Digital Signal Processing Scientist,$59K-$113K 
3453,"Senior Scientist Bioanalytical Study Management",$59K-$113K 
3454,Dev/Ops/Build and Release Engineering Scientist,$59K-$113K 
3455,19-84R Team Lead (Data Analyst IV),$59K-$113K 
3456,Data Engineer II Spectrum Enterprise,$59K-$113K 
3457,"AVP Big Data and Machine Learning Solutions Architect",$59K-$113K 
3458,Clinical Data Reporter's,$59K-$113K 
3459,Sr Advanced Data Architect/Data Engineer,$70K-$129K 
3460,"Clinical Data (Data Entry) Operator I Swing Shift Tuesday-Saturday",$70K-$129K 
3461,"Data Engineer Senior",$70K-$129K 
3462,Data Analyst V,$70K-$129K 
3463,Field Application Scientist,$70K-$129K 
3464,Data Engineer,$70K-$129K 
3465,Sr Snowflake Data Engineer,$70K-$129K 
3466,Data Analyst / Data Management /ETL / Talend /Alteryx,$70K-$129K 
3467,Chief Data Engineer - Army Futures Command,$70K-$129K 
3468,Data Sciences Program Manager with Security Clearance,$70K-$129K 
3469,Algorithm Design and Analysis Engineering Scientist,$70K-$129K 
3470,Scientist III (Molecular Biology),$70K-$129K 
3471,Staff Big Data Engineer,$70K-$129K 
3472,Senior Data Engineer,$70K-$129K 
3473,Senior Cloud Data Analyst,$70K-$129K 
3474,Chief Architect - Systems and Data Management Software,$70K-$129K 
3475,Medical Lab Scientist (MLS) AM/PM,$70K-$129K 
3476,Data Engineer,$70K-$129K 
3477,Jr. Data Engineer with Security Clearance,$70K-$129K 
3478,Mid-Level Data Engineer,$70K-$129K 
3479,Senior Data Science Engineer,$70K-$129K 
3480,Scientist III (Molecular Biology),$70K-$129K 
3481,Medical Lab Scientist (MLS) AM/PM,$70K-$129K 
3482,Senior Data Analyst / Senior BI and Insights Analyst,$70K-$129K 
3483,AI/DL Data Scientist,$50K-$110K 
3484,Scientist III (Molecular Biology),$50K-$110K 
3485,Data Engineer with NiFi,$50K-$110K 
3486,Teradata Data Engineer,$50K-$110K 
3487,Senior Data Engineer,$50K-$110K 
3488,System Test Engineering Scientist,$50K-$110K 
3489,Staff Software Engineer - Back End (Java - Data Focused),$50K-$110K 
3490,Sr Advanced Data Architect/Data Engineer,$50K-$110K 
3491,Master Architect - AI/DL Data Scientist,$50K-$110K 
3492,Data Engineer- Sr. Specialist,$50K-$110K 
3493,Computer Science Instructor and Course Developer - Data Science,$50K-$110K 
3494,Ad Integrity Data Analyst-ATX,$50K-$110K 
3495,Enterprise Architecture & Data Analytics Manager,$50K-$110K 
3496,Federal - Data Engineer - Senior,$50K-$110K 
3497,Data Analyst/Program Manager,$50K-$110K 
3498,ASW Systems and MBSE Engineering Scientist Associate,$50K-$110K 
3499,"Senior Behavioral Scientist - 100% Remote or Round Rock TX",$50K-$110K 
3500,"Senior Data Engineer (Austin St. Louis or Toronto)",$50K-$110K 
3501,Sonar Systems Software Engineering Scientist,$50K-$110K 
3502,Customer Service Supervisor (Medical Lab Scientist),$50K-$110K 
3503,Senior Data Engineer / Architect,$50K-$110K 
3504,Senior Data Modeler - Technical Architect,$50K-$110K 
3505,Senior Data Engineer,$50K-$110K 
3506,Principal Data Engineer,$50K-$110K 
3507,Big Data Engineer,$50K-$110K 
3508,Electronics Engineering Scientist,$50K-$110K 
3509,Cloud Data Engineer,$50K-$110K 
